药材ID,药材名称,拼音注音,别名,图片本地路径,图片原始URL,来源页面URL,来源数量,来源列表,采集时间
zhizhuqi,蜘蛛七,,珍珠七、马蹄、七星、七里香、地花椒、拔地麻,,,https://www.zysj.com.cn/zhongyaocai/zhizhuqi/index.html,1,《全国中草药汇编》,2025-12-21 21:41:31
zhizhu,蜘蛛,Zhī Zhū,圆蛛、大腹圆网蛛、檐蛛、癞癞蛛、到麻[蒙名],,,https://www.zysj.com.cn/zhongyaocai/zhizhu/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:31
zhechong_27150,蜇虫,Zhē Chónɡ,地鳖、土鳖、过街、簸箕虫、蚵蚾虫、地鳖虫、地蜱虫、地乌龟、土元、土鳖虫、臭虫母、盖子虫、土虫、节节虫、蚂蚁虎,,,https://www.zysj.com.cn/zhongyaocai/zhechong_27150/index.html,1,《中华本草》,2025-12-21 21:41:31
zhesha,蜇砂,,,,,https://www.zysj.com.cn/zhongyaocai/zhesha/index.html,1,《全国中草药汇编》,2025-12-21 21:41:31
zhachan,蚱蝉,Zhà Chán,鸣蜩（《诗经》），蝒、马蜩（《尔雅》），螃（《方言》），鸣蝉（《唐本草》），秋蝉（《圣惠方》），蜘蟟（《七修类稿》），蚱蟟（《中药志》），知了（《江苏药材志》）。,,,https://www.zysj.com.cn/zhongyaocai/zhachan/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:32
zhameng,蚱蜢,Zhà Měnɡ,蚂蚱、油蚂蚱、草蜢子,,,https://www.zysj.com.cn/zhongyaocai/zhameng/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:32
zaoxiu,蚤休,Zǎo Xiū,蚩休（《别录》），重楼、重台、草甘遂（《唐本草》），螫休（《日华子本草》），紫河车、重楼金线（《本草图经》），白甘遂（《小儿药证直诀》），重台草（《圣惠方》），独脚莲（《滇南本草》），三层草（《纲目》），草河车（《植物名实图考》），九道箍、铁灯盏、七叶一盏灯、鸳鸯虫（《分类草药性》），双层楼（《福建民间草药》），多叶重楼、七子莲、铁灯台、枝花头（《广西中兽医药植》），九层楼（《广西药植图志》），螺丝七、海螺七、灯台七（《陕西中药志》），七层塔、八角盘、孩儿掏伞（《闽东本草》），金盘托荔枝、金盘托,,,https://www.zysj.com.cn/zhongyaocai/zaoxiu/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:32
zangqingguo,藏青果,Zànɡ Qīnɡ Guǒ,西青果（《中药材手册》），西藏青果（《饮片新参》）。,,,https://www.zysj.com.cn/zhongyaocai/zangqingguo/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:32
zangqinggang,藏青杠,,,,,https://www.zysj.com.cn/zhongyaocai/zangqinggang/index.html,1,《全国中草药汇编》,2025-12-21 21:41:33
zanghonghua,藏红花,Zànɡ Hónɡ Huā,撒法即（《医林集要》）,,,https://www.zysj.com.cn/zhongyaocai/zanghonghua/index.html,1,《中药大辞典》,2025-12-21 21:41:33
zheji,蔗鸡,Zhè Jī,,,,https://www.zysj.com.cn/zhongyaocai/zheji/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:33
zhengbing,蒸饼,Zhēnɡ Bǐnɡ,馒头饼（《肘后方》）。,,,https://www.zysj.com.cn/zhongyaocai/zhengbing/index.html,1,《中药大辞典》,2025-12-21 21:41:33
zhulingcao,茱苓草,Zhū Línɡ Cǎo,,,,https://www.zysj.com.cn/zhongyaocai/zhulingcao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:34
zhujuanpi,茱卷皮,Zhū Juǎn Pí,,,,https://www.zysj.com.cn/zhongyaocai/zhujuanpi/index.html,1,《中华本草》,2025-12-21 21:41:34
zhumahua,苎麻花,Zhù Má Huā,,,,https://www.zysj.com.cn/zhongyaocai/zhumahua/index.html,1,《中药大辞典》,2025-12-21 21:41:34
zhumapi,苎麻皮,Zhù Má Pí,,,,https://www.zysj.com.cn/zhongyaocai/zhumapi/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:34
zhumageng,苎麻梗,Zhù Má Gěnɡ,,,,https://www.zysj.com.cn/zhongyaocai/zhumageng/index.html,1,《中华本草》,2025-12-21 21:41:35
zhumagen,苎麻根,Zhù Má Gēn,家苎麻、野麻、白麻、园麻、青麻,,,https://www.zysj.com.cn/zhongyaocai/zhumagen/index.html,3,《中药大辞典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:35
zhumaye,苎麻叶,Zhù Má Yè,,,,https://www.zysj.com.cn/zhongyaocai/zhumaye/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:35
zhuma,苎麻,Zhù Má,家苎麻、白麻、圆麻,,,https://www.zysj.com.cn/zhongyaocai/zhuma/index.html,1,《全国中草药汇编》,2025-12-21 21:41:36
zhuhua,苎花,Zhù Huā,苎麻花,,,https://www.zysj.com.cn/zhongyaocai/zhuhua/index.html,1,《中华本草》,2025-12-21 21:41:36
zhimacai,芝麻菜,Zhī Mɑ Cài,金堂葶苈、葶苈子、苦葶苈。,,,https://www.zysj.com.cn/zhongyaocai/zhimacai/index.html,1,《中华本草》,2025-12-21 21:41:36
zhimake,芝麻壳,Zhī Mɑ Ké,,,,https://www.zysj.com.cn/zhongyaocai/zhimake/index.html,1,《中药大辞典》,2025-12-21 21:41:36
zirantong,自然铜,Zì Rán Tónɡ,石髓铅（《雷公炮炙论》）。,,,https://www.zysj.com.cn/zhongyaocai/zirantong/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:36
zixiaoronggen,自消容根,Zì Xiāo Rónɡ Gēn,马铃根,,,https://www.zysj.com.cn/zhongyaocai/zixiaoronggen/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:37
zixiaorong,自消容,Zì Xiāo Rónɡ,十字珍珠草（《本草求原》），自消融、通心草、大金不换（《岭南采药录》），通心蓉（《广东中药》）。,,,https://www.zysj.com.cn/zhongyaocai/zixiaorong/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:37
zilaixue,自来血,Zì Lái Xuè,血经草,,,https://www.zysj.com.cn/zhongyaocai/zilaixue/index.html,1,《全国中草药汇编》,2025-12-21 21:41:37
zikoucao,自扣草,Zì Kòu Cǎo,鹿蹄草、鹿啼草、自蔻草、小回回蒜、假芹菜、千里光、自灸草、野芹菜、点草、田芹菜,,,https://www.zysj.com.cn/zhongyaocai/zikoucao/index.html,1,《中华本草》,2025-12-21 21:41:38
zishikoucao,自事口草,Zì Shì Kǒu Cǎo,鹿蹄草（《生草药性备要》），小回回蒜（《植物学大辞典，），假芹菜（《岭南采药录》），千里光（《南京民间药草》），自灸草、野芹菜、点草（《广东中草药》）。,,,https://www.zysj.com.cn/zhongyaocai/zishikoucao/index.html,1,《中药大辞典》,2025-12-21 21:41:38
zhongzujue,肿足蕨,Zhǒnɡ Zú Jué,活血草、金毛狗[河南]、黄鼠狼[贵州]、石猪鬃,,,https://www.zysj.com.cn/zhongyaocai/zhongzujue/index.html,1,《全国中草药汇编》,2025-12-21 21:41:38
zhongjiefeng,肿节风,Zhǒnɡ Jié Fēnɡ,接骨金粟兰、九节茶、九节花、九节风、竹节茶、接骨莲,,,https://www.zysj.com.cn/zhongyaocai/zhongjiefeng/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:38
zhongbingjuye,肿柄菊叶,Zhǒnɡ Bǐnɡ Jú Yè,,,,https://www.zysj.com.cn/zhongyaocai/zhongbingjuye/index.html,1,《中华本草》,2025-12-21 21:41:39
zongtiaojihaikui,纵条肌海葵,Zònɡ Tiáo Jī Hǎi Kuí,海菊花、石奶、纵条海葵、西瓜海葵、金线海葵、滨玫瑰,,,https://www.zysj.com.cn/zhongyaocai/zongtiaojihaikui/index.html,1,《中华本草》,2025-12-21 21:41:39
zima,紫麻,Zǐ Má,大麻叶、火水麻子、天青地白、野麻、大叶麻、大毛叶,,,https://www.zysj.com.cn/zhongyaocai/zima/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-21 21:41:39
ziyazhicao,紫鸭跖草,Zǐ Yā Zhí Cǎo,血见愁、紫露草,,,https://www.zysj.com.cn/zhongyaocai/ziyazhicao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:39
zixiangru,紫香薷,,,,,https://www.zysj.com.cn/zhongyaocai/zixiangru/index.html,1,《全国中草药汇编》,2025-12-21 21:41:40
zigeer,紫革耳,Zǐ Gé ěr,光革耳、蘑菇,,,https://www.zysj.com.cn/zhongyaocai/zigeer/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-21 21:41:40
zidian,紫靛,Zǐ Diàn,假杜鹃、吐红草、地狗胆、蓝花草、刺牛膝、白牛膝[四川西昌],,,https://www.zysj.com.cn/zhongyaocai/zidian/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-21 21:41:40
ziqingtenggen,紫青藤根,Zǐ Qīnɡ Ténɡ Gēn,青藤、画眉杠、铁骨散、常青藤、山黄芪、小叶青金华《常用中草药单方验方选编》）。,,,https://www.zysj.com.cn/zhongyaocai/ziqingtenggen/index.html,1,《中药大辞典》,2025-12-21 21:41:40
ziqingteng,紫青藤,Zǐ Qīnɡ Ténɡ,青藤、画眉杠、铁骨散、常青藤、山黄芪、小叶青、画眉跳杠、铁包金、大叶铁包金。,,,https://www.zysj.com.cn/zhongyaocai/ziqingteng/index.html,1,《中华本草》,2025-12-21 21:41:41
zixuehua,紫雪花,Zǐ Xuě Huā,紫花丹、谢三娘,,,https://www.zysj.com.cn/zhongyaocai/zixuehua/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:41
ziyanghua,紫阳花,Zǐ Yánɡ Huā,牡丹三七、草绣球,,,https://www.zysj.com.cn/zhongyaocai/ziyanghua/index.html,1,《全国中草药汇编》,2025-12-21 21:41:41
zitongkuang,紫铜矿,Zǐ Tónɡ Kuànɡ,,,,https://www.zysj.com.cn/zhongyaocai/zitongkuang/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:41
zijinlong,紫金龙,Zǐ Jīn Lónɡ,串枝莲、豌豆七、豌豆跌打,,,https://www.zysj.com.cn/zhongyaocai/zijinlong/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:42
zijinxueteng,紫金血藤,Zǐ Jīn Xuè Ténɡ,血藤、黄皮血藤、气藤、香血藤,,,https://www.zysj.com.cn/zhongyaocai/zijinxueteng/index.html,1,《中华本草》,2025-12-21 21:41:42
zijinlian,紫金莲,Zǐ Jīn Lián,转子莲（《贵州草药》），紫金标（《贵州药植目录》），搬倒甑（《中草药通讯》（2）:43，1971）。,,,https://www.zysj.com.cn/zhongyaocai/zijinlian/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:42
zijinsha_11952,紫金砂,Zǐ Jīn Shā,,,,https://www.zysj.com.cn/zhongyaocai/zijinsha_11952/index.html,1,《中药大辞典》,2025-12-21 21:41:42
zijinpi,紫金皮,Zǐ Jīn Pí,火把草、胖关藤、掉毛草（《云南中草药》），紫金藤（《云南中草药选》），黄藤根（《广西植物名录》）。,,,https://www.zysj.com.cn/zhongyaocai/zijinpi/index.html,1,《中药大辞典》,2025-12-21 21:41:43
zijinniugen,紫金牛根,Zǐ Jīn Niú Gēn,,,,https://www.zysj.com.cn/zhongyaocai/zijinniugen/index.html,1,《中药大辞典》,2025-12-21 21:41:43
zijinniu,紫金牛,Zǐ Jīn Niú,矮地菜、矮茶风、矮脚樟、平地木、地青杠、四叶茶、五托香、火炭酸、老勿大、千年不大、千年矮、不出林,,,https://www.zysj.com.cn/zhongyaocai/zijinniu/index.html,2,《全国中草药汇编》;《中药大辞典》,2025-12-21 21:41:43
zijinsha,紫金沙,Zǐ Jīn Shā,踵瓣芹,,,https://www.zysj.com.cn/zhongyaocai/zijinsha/index.html,1,《全国中草药汇编》,2025-12-21 21:41:43
zijinbiao,紫金标,Zǐ Jīn Biāo,红花紫金标、九节莲、对节兰、蓝花岩陀（《云南中草药》），风湿草（《云南中草药选》）。,,,https://www.zysj.com.cn/zhongyaocai/zijinbiao/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:44
zibeichi,紫贝齿,,紫贝、紫贝子、贝齿、文贝。,,,https://www.zysj.com.cn/zhongyaocai/zibeichi/index.html,1,其他,2025-12-21 21:41:44
zibei,紫贝,Zǐ Bèi,文贝（《南州异物志》），砑螺（《本草图经》），紫贝齿（《中国医学大辞典》）。,,,https://www.zysj.com.cn/zhongyaocai/zibei/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:44
zihuoxiang,紫藿香,,涩藿香,,,https://www.zysj.com.cn/zhongyaocai/zihuoxiang/index.html,1,《全国中草药汇编》,2025-12-21 21:41:44
zitenggen,紫藤根,Zǐ Ténɡ Gēn,,,,https://www.zysj.com.cn/zhongyaocai/zitenggen/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:45
zitengzi,紫藤子,Zǐ Ténɡ Zǐ,紫藤豆、藤花子、紫金藤子（《江苏植药志》），土木鳖（苏医《中草药手册》）。,,,https://www.zysj.com.cn/zhongyaocai/zitengzi/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:45
ziteng,紫藤,Zǐ Ténɡ,藤萝,,,https://www.zysj.com.cn/zhongyaocai/ziteng/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:45
ziweihua,紫薇花,Zǐ Wēi Huā,鹭鸶花、五里香、红薇花、百日红（《曲洧旧闻》），佛相花（《八闽通志》）、满堂红（涌小品》），怕痒花、猴刺脱（《群芳谱》），紫梢（《民间常用草药汇编》），痒痒花（《滇南本草》整理本），宝幡花、五爪金龙（湖南药物志）。,,,https://www.zysj.com.cn/zhongyaocai/ziweihua/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:45
ziweipi,紫薇皮,Zǐ Wēi Pí,紫荆皮、怕痒树树皮、怕痒树根皮,,,https://www.zysj.com.cn/zhongyaocai/ziweipi/index.html,1,《中华本草》,2025-12-21 21:41:46
ziweigen_11986,紫薇根,Zǐ Wēi Gēn,,,,https://www.zysj.com.cn/zhongyaocai/ziweigen_11986/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:46
ziweiye,紫薇叶,Zǐ Wēi Yè,,,,https://www.zysj.com.cn/zhongyaocai/ziweiye/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:46
ziwei,紫薇,Zǐ Wēi,搔痒树、紫荆皮[四川]、紫金标[江西],,,https://www.zysj.com.cn/zhongyaocai/ziwei/index.html,1,《全国中草药汇编》,2025-12-21 21:41:47
ziweijingye,紫葳茎叶,Zǐ Wēi Jīnɡ Yè,凌霄藤、争墙风（《常用中草药配方》），白狗肠（《广西中草药》）。,,,https://www.zysj.com.cn/zhongyaocai/ziweijingye/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:47
ziweigen,紫葳根,Zǐ Wēi Gēn,凌霄花根（《圣济总录》）。,,,https://www.zysj.com.cn/zhongyaocai/ziweigen/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:47
zige,紫葛,Zǐ Gě,见肿消、梦中消、见毒消、外红消、山葫芦蔓子、老鸹眼、褶文秧。,,,https://www.zysj.com.cn/zhongyaocai/zige/index.html,1,《中华本草》,2025-12-21 21:41:48
ziluolan,紫萝兰,,,,,https://www.zysj.com.cn/zhongyaocai/ziluolan/index.html,1,《全国中草药汇编》,2025-12-21 21:41:48
ziqiguanzhong,紫萁贯众,Zǐ Qí Guàn Zhònɡ,大贯从、薇贯众、大叶狼衣,,,https://www.zysj.com.cn/zhongyaocai/ziqiguanzhong/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:48
ziqimiao,紫萁苗,Zǐ Qí Miáo,,,,https://www.zysj.com.cn/zhongyaocai/ziqimiao/index.html,1,《中华本草》,2025-12-21 21:41:48
ziqi,紫萁,Zǐ Qí,紫萁贯众、高脚贯众、老虎台、老虎牙、水骨菜、黑背龙、见血长,,,https://www.zysj.com.cn/zhongyaocai/ziqi/index.html,1,《全国中草药汇编》,2025-12-21 21:41:48
zicai,紫菜,Zǐ Cài,索菜（《漳浦县志》），紫英（《本草从新》），子菜（《漳州府志》）。,,,https://www.zysj.com.cn/zhongyaocai/zicai/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:49
ziwan,紫菀,Zǐ Wǎn,紫苑、小辫儿、夹板菜、驴耳朵菜、软紫菀,,,https://www.zysj.com.cn/zhongyaocai/ziwan/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:49
zicaorong,紫草茸,Zǐ Cǎo Rónɡ,赤胶、紫胶、紫梗、棒状虫胶、胶质紫草茸,,,https://www.zysj.com.cn/zhongyaocai/zicaorong/index.html,4,《全国中草药汇编》;《中药大辞典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:49
zicao,紫草,Zǐ Cǎo,硬紫草、软紫草,,,https://www.zysj.com.cn/zhongyaocai/zicao/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:49
zijinghua,紫荆花,Zǐ Jīnɡ Huā,,,,https://www.zysj.com.cn/zhongyaocai/zijinghua/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:50
zijingpi,紫荆皮,Zǐ Jīnɡ Pí,肉红、内消（《纲目》），紫荆木皮（《本草经疏》），白林皮（《分类草药性》）。,,,https://www.zysj.com.cn/zhongyaocai/zijingpi/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-21 21:41:50
zijingya_25789,紫荆桠,Zǐ Jīnɡ Yā,,,,https://www.zysj.com.cn/zhongyaocai/zijingya_25789/index.html,1,《中华本草》,2025-12-21 21:41:50
zijinggenpi,紫荆根皮,Zǐ Jīnɡ Gēn Pí,,,,https://www.zysj.com.cn/zhongyaocai/zijinggenpi/index.html,1,《中药大辞典》,2025-12-21 21:41:50
zijingguo,紫荆果,Zǐ Jīnɡ Guǒ,,,,https://www.zysj.com.cn/zhongyaocai/zijingguo/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:51
zijingmu,紫荆木,Zǐ Jīnɡ Mù,,,,https://www.zysj.com.cn/zhongyaocai/zijingmu/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:51
zijingya,紫荆丫,Zǐ Jīnɡ Yā,,,,https://www.zysj.com.cn/zhongyaocai/zijingya/index.html,1,《中药大辞典》,2025-12-21 21:41:51
zijingyatongcao,紫茎牙痛草,Zǐ Jīnɡ Yá Tònɡ Cǎo,松毛杆、草连翘、疳积药、牙痛草、翼茎草、鱼邦草,,,https://www.zysj.com.cn/zhongyaocai/zijingyatongcao/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-21 21:41:51
zijinglengziqin,紫茎棱子芹,,,,,https://www.zysj.com.cn/zhongyaocai/zijinglengziqin/index.html,1,《全国中草药汇编》,2025-12-21 21:41:51
zijing,紫茎,Zǐ Jīnɡ,帽兰,,,https://www.zysj.com.cn/zhongyaocai/zijing/index.html,1,《中华本草》,2025-12-21 21:41:52
zimoligen,紫茉莉根,Zǐ Mò Lì Gēn,入地老鼠、花粉头（《岭南采药录》），水粉头（《修订增补天宝本草》），粉子头、胭脂花头（《四川中药志》）。,,,https://www.zysj.com.cn/zhongyaocai/zimoligen/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:52
zimolizi,紫茉莉子,Zǐ Mò Lì Zǐ,土山柰（《纲目拾遗》）。,,,https://www.zysj.com.cn/zhongyaocai/zimolizi/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:52
zimoliye,紫茉莉叶,Zǐ Mò Lì Yè,,,,https://www.zysj.com.cn/zhongyaocai/zimoliye/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:52
zimoli,紫茉莉,Zǐ Mò Lì,胭脂花、胭粉豆、水粉花、粉子头、夜娇娇、夜晚花、入地老鼠,,,https://www.zysj.com.cn/zhongyaocai/zimoli/index.html,1,《全国中草药汇编》,2025-12-21 21:41:53
ziyuan,紫苑,,紫菀、青菀、辫紫苑、软紫苑、返魂草根。,,,https://www.zysj.com.cn/zhongyaocai/ziyuan/index.html,1,其他,2025-12-21 21:41:53
zisubao,紫苏苞,Zǐ Sū Bāo,,,,https://www.zysj.com.cn/zhongyaocai/zisubao/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:53
zisugeng,紫苏梗,Zǐ Sū Gěnɡ,苏梗,,,https://www.zysj.com.cn/zhongyaocai/zisugeng/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:54
zisuzi,紫苏子,Zǐ Sū Zǐ,苏子、黑苏子,,,https://www.zysj.com.cn/zhongyaocai/zisuzi/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:54
zisuye,紫苏叶,Zǐ Sū Yè,苏叶,,,https://www.zysj.com.cn/zhongyaocai/zisuye/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-21 21:41:54
zisu,紫苏,Zǐ Sū,赤苏、红苏、红紫苏、皱紫苏,,,https://www.zysj.com.cn/zhongyaocai/zisu/index.html,1,《全国中草药汇编》,2025-12-21 21:41:54
zihuayudengcao,紫花鱼灯草,Zǐ Huā Yú Dēnɡ Cǎo,断肠草（《草木便方》），羊不吃（《民间常用草药汇编》）。,,,https://www.zysj.com.cn/zhongyaocai/zihuayudengcao/index.html,2,《中药大辞典》;《中华本草》,2025-12-21 21:41:55
zihuajutai,紫花苣苔,,石豇豆、岩参、斜柱苣苔、石参,,,https://www.zysj.com.cn/zhongyaocai/zihuajutai/index.html,1,《全国中草药汇编》,2025-12-21 21:41:55
zihuajiezi,紫花芥子,Zǐ Huā Jiè Zǐ,,,,https://www.zysj.com.cn/zhongyaocai/zihuajiezi/index.html,1,《中华本草》,2025-12-21 21:41:55
zihuajie,紫花芥,Zǐ Huā Jiè,葶苈子、离蕊芥,,,https://www.zysj.com.cn/zhongyaocai/zihuajie/index.html,2,《全国中草药汇编》;《中药大辞典》,2025-12-21 21:41:55
zihualuoshi,紫花络石,Zǐ Huā Luò Shí,掰掰果、牛角藤、车藤、藤杜仲[湖南],,,https://www.zysj.com.cn/zhongyaocai/zihualuoshi/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-21 21:41:56
zihuajingtian,紫花景天,Zǐ Huā Jǐnɡ Tiān,石蝴蝶、蟑螂头、丁字草、丁拔、尖叶脚疔草、活血丹,,,https://www.zysj.com.cn/zhongyaocai/zihuajingtian/index.html,1,《全国中草药汇编》,2025-12-21 21:41:56
zihuajincai,紫花堇菜,Zǐ Huā Jǐn Cài,地黄瓜、黄瓜香、肾气草,,,https://www.zysj.com.cn/zhongyaocai/zihuajincai/index.html,1,《全国中草药汇编》,2025-12-21 21:41:57
zihuaweimao,紫花卫矛,Zǐ Huā Wèi Máo,,,,https://www.zysj.com.cn/zhongyaocai/zihuaweimao/index.html,1,《中华本草》,2025-12-21 21:41:57
zihuadiding,紫花地丁,Zǐ Huā Dì Dīnɡ,铧头草、光瓣堇菜,,,https://www.zysj.com.cn/zhongyaocai/zihuadiding/index.html,2,《中国药典》;《中华本草》,2025-12-21 21:41:57
zihuaqianhu,紫花前胡,,,,,https://www.zysj.com.cn/zhongyaocai/zihuaqianhu/index.html,1,其他,2025-12-21 21:41:57
zihuayizhuxiang,紫花一炷香,Zǐ Huā Yí Zhù Xiānɡ,臭野芝麻,,,https://www.zysj.com.cn/zhongyaocai/zihuayizhuxiang/index.html,1,《中华本草》,2025-12-21 21:41:57
zizhi,紫芝,Zǐ Zhī,黑芝、玄芝,,,https://www.zysj.com.cn/zhongyaocai/zizhi/index.html,1,《中药大辞典》,2025-12-21 21:41:57
ziyu_25767,紫芋,Zǐ Yù,水芋、野芋子、东南芋、老虎广菜,,,https://www.zysj.com.cn/zhongyaocai/ziyu_25767/index.html,1,《中华本草》,2025-12-21 21:41:58
ziseyie,紫色翼萼,Zǐ Sè Yì è,香椒草、金笨计、马铃草、软骨田方草、方形草,,,https://www.zysj.com.cn/zhongyaocai/ziseyie/index.html,1,《中华本草》,2025-12-21 21:41:58
zibeihuangqin,紫背黄芩,Zǐ Bèi Huánɡ Qín,挖耳草、一支蒿[云南],,,https://www.zysj.com.cn/zhongyaocai/zibeihuangqin/index.html,1,《全国中草药汇编》,2025-12-21 21:41:58
zibeijinpancao,紫背金盘草,Zǐ Bèi Jīn Pán Cǎo,破血丹、筋骨草、石灰菜、九味草、散瘀草、散血丹、退血草、散血草,,,https://www.zysj.com.cn/zhongyaocai/zibeijinpancao/index.html,1,《中华本草》,2025-12-21 21:41:58
zibeicai,紫背菜,,红番苋、红毛番、红背菜、红菜、叶下红、红玉菜、血皮菜、血匹菜、当归菜、观音菜、木耳菜,,,https://www.zysj.com.cn/zhongyaocai/zibeicai/index.html,1,《全国中草药汇编》,2025-12-21 21:41:59
